"team_id","pos_team","season","plays_off","playsgame_off","TEPA_off","EPAplay_off","EPAgame_off","success_off","start_position_off","playsgame_off_rank","TEPA_off_rank","EPAgame_off_rank","EPAplay_off_rank","success_off_rank","start_position_off_rank","plays_def","playsgame_def","TEPA_def","EPAplay_def","EPAgame_def","success_def","start_position_def","playsgame_def_rank","TEPA_def_rank","EPAgame_def_rank","EPAplay_def_rank","success_def_rank","start_position_def_rank","TEPA_margin","EPAplay_margin","EPAgame_margin","success_margin","start_position_margin","TEPA_margin_rank","EPAgame_margin_rank","EPAplay_margin_rank","success_margin_rank","start_position_margin_rank"
259,"Virginia Tech",2014,1142,95.1666666666667,92.5385283769346,0.0810319863195574,7.71154403141121,0.34938704028021,72.838003502627,33,91,95,99,111,105,1073,89.4166666666667,0.976414980962292,0.000909986002760757,0.081367915080191,0.325256290773532,69.6542404473439,48,6,6,6,7,90,91.5621133959723,0.0801220003167967,7.63017611633102,0.024130749506678,-3.18376305528308,6,4,8,40,103
