"team_id","pos_team","season","plays_off","playsgame_off","TEPA_off","EPAplay_off","EPAgame_off","success_off","start_position_off","playsgame_rank_off","TEPA_rank_off","EPAgame_rank_off","EPAplay_rank_off","success_rank_off","start_position_rank_off","plays_def","playsgame_def","TEPA_def","EPAplay_def","EPAgame_def","success_def","start_position_def","playsgame_rank_def","TEPA_rank_def","EPAgame_rank_def","EPAplay_rank_def","success_rank_def","start_position_rank_def","TEPA_margin","EPAplay_margin","EPAgame_margin","success_margin","start_position_margin","TEPA_margin_rank","EPAgame_margin_rank","EPAplay_margin_rank","success_margin_rank","start_position_margin_rank"
2006,"Akron",2021,845,93.8888888888889,-7.84955795813883,-0.00928941770193944,-0.872173106459869,0.33491124260355,75.298224852071,24,90,91,92,114,6,739,82.1111111111111,147.123671909407,0.199084806372676,16.3470746566008,0.503382949932341,71.2395128552097,16,124,127,128,130,27,-154.973229867546,-0.208374224074615,-17.2192477630607,-0.168471707328791,4.05871199686126,118,127,128,130,13
