"team_id","pos_team","season","plays_off","playsgame_off","TEPA_off","EPAplay_off","EPAgame_off","success_off","start_position_off","playsgame_rank_off","TEPA_rank_off","EPAgame_rank_off","EPAplay_rank_off","success_rank_off","start_position_rank_off","plays_def","playsgame_def","TEPA_def","EPAplay_def","EPAgame_def","success_def","start_position_def","playsgame_rank_def","TEPA_rank_def","EPAgame_rank_def","EPAplay_rank_def","success_rank_def","start_position_rank_def","TEPA_margin","EPAplay_margin","EPAgame_margin","success_margin","start_position_margin","TEPA_margin_rank","EPAgame_margin_rank","EPAplay_margin_rank","success_margin_rank","start_position_margin_rank"
195,"Ohio",2014,917,91.7,83.328396604075,0.0908706615093511,8.3328396604075,0.372955288985823,75.175572519084,55,96,91,91,81,1,857,85.7,10.8537928812571,0.0126648691729955,1.08537928812571,0.382730455075846,71.8821470245041,24,9,9,9,57,90,72.4746037228178,0.0782057923363556,7.24746037228178,-0.0097751660900226,3.29342549457989,9,8,9,74,24
