"team_id","pos_team","abbreviation","season","plays_off","playsgame_off","TEPA_off","EPAplay_off","EPAgame_off","success_off","start_position_off","playsgame_off_rank","TEPA_off_rank","EPAgame_off_rank","EPAplay_off_rank","success_off_rank","start_position_off_rank","plays_def","playsgame_def","TEPA_def","EPAplay_def","EPAgame_def","success_def","start_position_def","playsgame_def_rank","TEPA_def_rank","EPAgame_def_rank","EPAplay_def_rank","success_def_rank","start_position_def_rank","TEPA_margin","EPAplay_margin","EPAgame_margin","success_margin","start_position_margin","TEPA_margin_rank","EPAgame_margin_rank","EPAplay_margin_rank","success_margin_rank","start_position_margin_rank"
2005,"Air Force","AFA",2019,984,82,179.194108508008,0.182107833849602,14.9328423756674,0.453252032520325,71.7327235772358,120,32,32,24,8,48,884,73.6666666666667,140.883090896323,0.159370012326158,11.7402575746936,0.380090497737557,71.4536199095023,1,65,65,87,58,90,38.3110176116849,0.0227378215234443,3.19258480097374,0.0731615347827687,-0.279103667733509,30,32,43,11,70
2006,"Akron","AKR",2019,994,82.8333333333333,112.568315907751,0.113247802724096,9.38069299231259,0.276659959758551,72.6710261569417,112,94,93,86,130,76,1040,86.6666666666667,26.4562925308624,0.025438742818137,2.20469104423854,0.426923076923077,68.5557692307692,46,2,2,2,111,127,86.1120233768886,0.0878090599059587,7.17600194807405,-0.150263117164526,-4.11525692617242,8,7,9,129,119
333,"Alabama","ALA",2019,973,81.0833333333333,245.266215775317,0.252072164208959,20.4388513146098,0.474820143884892,70.0842754367934,126,4,2,1,3,14,1091,90.9166666666667,176.915643175093,0.162159159647198,14.7429702645911,0.365719523373052,73.794683776352,87,101,98,94,39,26,68.3505726002242,0.0899130045617611,5.69588105001869,0.10910062051184,3.71040833955855,16,17,7,5,15
2026,"Appalachian State","APP",2019,1136,87.3846153846154,151.396590216803,0.133271646317609,11.6458915551387,0.380281690140845,70.294014084507,73,53,68,65,65,16,1178,90.6153846153846,172.369962585426,0.146324246676933,13.2592278911867,0.333616298811545,74.8998302207131,83,95,78,75,15,7,-20.9733723686232,-0.013052600359324,-1.61333633604793,0.0466653913293001,4.60581613620603,85,83,77,29,9
12,"Arizona","ARIZ",2019,1024,93.0909090909091,206.740646880841,0.201895162969571,18.7946042618946,0.3720703125,75.328125,21,18,10,10,83,127,1025,93.1818181818182,134.147746671001,0.130875850410733,12.1952496973638,0.438048780487805,69.6263414634146,108,62,70,63,122,120,72.5929002098395,0.0710193125588382,6.59935456453087,-0.0659784679878049,-5.70178353658537,13,10,15,110,128
9,"Arizona State","ASU",2019,1023,85.25,89.1791432450117,0.0871741380694152,7.43159527041764,0.372434017595308,69.2883675464321,89,109,114,110,81,6,1087,90.5833333333333,86.6745434363644,0.0797373904658366,7.22287861969703,0.391904323827047,74.9954001839926,82,22,21,20,76,6,2.50459980864731,0.00743674760357854,0.20871665072061,-0.019470306231739,5.70703263756059,67,68,59,79,5
8,"Arkansas","ARK",2019,949,86.2727272727273,135.75726096405,0.14305296202745,12.34156917855,0.336143308746048,72.4815595363541,79.5,69,59,55,113,71,948,86.1818181818182,166.969214851742,0.17612786376766,15.1790195319765,0.434599156118143,71.1255274261603,43,89,105,105,121,98,-31.2119538876919,-0.0330749017402102,-2.83745035342653,-0.098455847372095,-1.35603211019372,94,96,95,121,87
2032,"Arkansas State","ARST",2019,1137,94.75,151.967424129002,0.133656485601585,12.6639520107501,0.373790677220756,72.5259454705365,12,51,55,64,77,73,1184,98.6666666666667,255.823038647225,0.21606675561421,21.3185865539354,0.400337837837838,70.6934121621622,127,126,128,126,84,105,-103.855614518223,-0.0824102700126259,-8.65463454318529,-0.0265471606170815,-1.83253330837434,127,128,123,84,99
349,"Army","ARMY",2019,874,79.4545454545455,121.279168362437,0.138763350529104,11.0253789420397,0.405034324942792,73.4610983981693,130,82,75,58,37,100,845,76.8181818181818,113.981888222589,0.134889808547443,10.3619898384172,0.410650887573965,72.2343195266272,2,41,49,67,93,64,7.29728013984747,0.0038735419816609,0.663389103622498,-0.00561656263117277,-1.22677887154212,61,61,62,65,85
2,"Auburn","AUB",2019,1081,90.0833333333333,140.583100465735,0.130049121614926,11.7152583721446,0.38945420906568,70.6170212765958,48,65,67,68,54,27,1140,95,112.32175807775,0.0985278579629385,9.36014650647916,0.325438596491228,73.1043859649123,119.5,38,39,36,12,37,28.2613423879848,0.0315212636519872,2.3551118656654,0.0640156125744518,2.48736468831653,38,38,34,14,24
