"team_id","pos_team","season","plays_off","playsgame_off","TEPA_off","EPAplay_off","EPAgame_off","success_off","start_position_off","playsgame_off_rank","TEPA_off_rank","EPAgame_off_rank","EPAplay_off_rank","success_off_rank","start_position_off_rank","plays_def","playsgame_def","TEPA_def","EPAplay_def","EPAgame_def","success_def","start_position_def","playsgame_def_rank","TEPA_def_rank","EPAgame_def_rank","EPAplay_def_rank","success_def_rank","start_position_def_rank","TEPA_margin","EPAplay_margin","EPAgame_margin","success_margin","start_position_margin","TEPA_margin_rank","EPAgame_margin_rank","EPAplay_margin_rank","success_margin_rank","start_position_margin_rank"
324,"Coastal Carolina",2020,921,83.7272727272727,140.811492293205,0.152889785334641,12.8010447539277,0.44842562432139,70.5950054288816,102,28,60,47,12,33,911,82.8181818181818,86.2703468358661,0.0946985146387114,7.84275880326055,0.402854006586169,74.9571899012075,16,50,26,31,74,12,54.5411454573385,0.0581912706959298,4.95828595066714,0.0455716177352207,4.36218447232582,16,27,23,28,14
