"team_id","pos_team","abbreviation","season","plays_off","playsgame_off","TEPA_off","EPAplay_off","EPAgame_off","success_off","start_position_off","playsgame_rank_off","TEPA_rank_off","EPAgame_rank_off","EPAplay_rank_off","success_rank_off","start_position_rank_off","plays_def","playsgame_def","TEPA_def","EPAplay_def","EPAgame_def","success_def","start_position_def","playsgame_rank_def","TEPA_rank_def","EPAgame_rank_def","EPAplay_rank_def","success_rank_def","start_position_rank_def","TEPA_margin","EPAplay_margin","EPAgame_margin","success_margin","start_position_margin","TEPA_margin_rank","EPAgame_margin_rank","EPAplay_margin_rank","success_margin_rank","start_position_margin_rank"
2005,"Air Force","AFA",2020,464,77.3333333333333,79.2099548699507,0.170711109633515,13.2016591449918,0.456896551724138,73.7952586206897,124,83,56,30,7,22,464,77.3333333333333,-9.18346532266731,-0.0197919511264382,-1.53057755377789,0.394396551724138,73.7413793103448,4,2,2,2,65,100,88.3934201926181,0.190503060759953,14.7322366987697,0.0625,0.0538793103448256,4,2,1,22,59
2006,"Akron","AKR",2020,483,80.5,79.8318089701263,0.165283248385355,13.3053014950211,0.333333333333333,73.5341614906832,115,81,53,35,117,24,438,73,74.501967311693,0.170095815780121,12.4169945519488,0.461187214611872,65.9429223744292,1,37,66,88,123,6,5.32984165843334,-0.00481256739476627,0.888306943072223,-0.127853881278539,7.591239116254,54,52,65,125,4
333,"Alabama","ALA",2020,1087,83.6153846153846,287.570874275064,0.264554622148173,22.1208364826972,0.515179392824287,71.2713891444342,104,2,4,2,1,83,1202,92.4615384615385,208.604732167708,0.173548030089607,16.0465178590545,0.35108153078203,74.873544093178,84,123,93,89,19,115,78.9661421073563,0.0910065920585659,6.07431862364279,0.164097862042257,-3.60215494874382,6,17,7,1,110
2026,"Appalachian State","APP",2020,960,87.2727272727273,105.811780868024,0.110220605070858,9.61925280618395,0.423958333333333,71.890625,82,58,88,87,25,69,957,87,119.480467248602,0.124848973091538,10.8618606589638,0.353187042842215,75.0961337513062,36,83,52,53,20,119,-13.6686863805782,-0.01462836802068,-1.24260785277984,0.0707712904911181,-3.20550875130617,82,75,74,16,105
12,"Arizona","ARIZ",2020,488,97.6,71.7961761293028,0.147123311740375,14.3592352258606,0.362704918032787,76.8073770491803,12,88,38,56,91,1,440,88,46.4184595086515,0.105496498883299,9.28369190173031,0.413636363636364,68.8113636363636,45.5,19,35,38,85,22,25.3777166206513,0.0416268128570757,5.07554332413026,-0.0509314456035768,7.99601341281669,36,26,32,99,3
9,"Arizona State","ASU",2020,327,81.75,49.4479724492209,0.151217041129116,12.3619931123052,0.415902140672783,68.1681957186544,112,106,64,51,32,115,396,99,47.5921720375253,0.120182252620013,11.8980430093813,0.393939393939394,75.8434343434343,117.5,21,58,49,63,122,1.85580041169563,0.0310347885091026,0.463950102923906,0.0219627467333889,-7.67523862477991,57,56,37,41,125
8,"Arkansas","ARK",2020,897,89.7,173.050176299145,0.192921043811756,17.3050176299145,0.37123745819398,75.5886287625418,64,13,20,21,82,5,992,99.2,99.5987649337937,0.100401980780034,9.95987649337937,0.424395161290323,71.3538306451613,119,59,43,33,96,51,73.4514113653511,0.0925190630317216,7.34514113653511,-0.0531577030963427,4.23479811738051,8,10,6,101,20
2032,"Arkansas State","ARST",2020,973,97.3,151.872963654987,0.156087321330921,15.1872963654986,0.404933196300103,74.8108941418294,14,25,32,44,50,12,976,97.6,175.241057032278,0.179550263352744,17.5241057032278,0.397540983606557,68.484631147541,111,115,104,93,69,21,-23.3680933772917,-0.0234629420218226,-2.33680933772917,0.0073922126935454,6.32626299428841,89,86,87,52,10
349,"Army","ARMY",2020,739,82.1111111111111,47.4433723981644,0.0641994213777597,5.27148582201827,0.380243572395129,71.6549391069012,110,108,113,110,73,76,684,76,43.8252270751322,0.064071969408088,4.86946967501469,0.375730994152047,73.0584795321637,3,17,14,18,45,79,3.61814532303224,0.000127451969671719,0.402016147003582,0.00451257824308177,-1.40354042526252,55,57,60,55,80
2,"Auburn","AUB",2020,949,86.2727272727273,118.5012856667,0.12486963716196,10.7728441515182,0.402528977871444,73.8082191780822,87,43,78,78,53,21,1007,91.5454545454545,134.786357222539,0.133849411343137,12.253305202049,0.409136047666336,73.4319761668322,77,97,64,63,80,90,-16.2850715558386,-0.00897977418117669,-1.48046105053078,-0.00660706979489201,0.376243011250025,86,81,67,65,51
2050,"Ball State","BALL",2020,694,99.1428571428571,92.7328599726032,0.133620835695394,13.2475514246576,0.420749279538905,68.1311239193084,10,68,55,69,30,116,619,88.4285714285714,48.5631519070834,0.0784542034040119,6.93759312958334,0.449111470113086,70.5508885298869,52,23,24,23,116,42,44.1697080655199,0.0551666322913818,6.30995829507427,-0.0283621905741807,-2.41976461057857,21,15,26,84,97
239,"Baylor","BAY",2020,828,92,115.541523112047,0.139542902309236,12.8379470124497,0.33695652173913,70.8164251207729,45,45,59,61,115,92,809,89.8888888888889,85.7873801987272,0.106041261061468,9.53193113319192,0.374536464771323,70.4536464771323,64,48,39,39,43,37,29.7541429133198,0.033501641247768,3.30601587925775,-0.0375799430321922,0.362778643640681,32,35,35,92,53
68,"Boise State","BSU",2020,577,82.4285714285714,80.5673511176653,0.139631457742921,11.5096215882379,0.405545927209705,69.5181975736568,109,79,72,60,48,107,687,98.1428571428571,130.228025743581,0.189560445041602,18.6040036776544,0.326055312954876,72.6855895196506,114,90,108,101,5,72,-49.6606746259153,-0.0499289872986813,-7.09438208941648,0.0794906142548291,-3.1673919459938,112,114,105,9,104
103,"Boston College","BC",2020,891,89.1,115.308266167021,0.12941444014256,11.5308266167021,0.392817059483726,72.300785634119,68,46,71,75,61,59,878,87.8,159.291804853968,0.181425745847344,15.9291804853968,0.444191343963554,71.9521640091116,42,108,91,95,111,57,-43.9835386869463,-0.0520113057047832,-4.39835386869463,-0.0513742844798274,0.348621625007354,107,101,106,100,54
189,"Bowling Green","BGSU",2020,409,81.8,53.349330588767,0.13043846109723,10.6698661177534,0.361858190709046,71.0977995110024,111,103,82,73,92,86,441,88.2,84.0230377935667,0.190528430370899,16.8046075587133,0.430839002267574,68.1655328798186,48.5,45,99,103,101,18,-30.6737072047997,-0.0600899692736697,-6.13474144095994,-0.0689808115585273,2.93226663118385,96,110,109,109,29
2084,"Buffalo","BUFF",2020,558,79.7142857142857,123.514811196324,0.22135270823714,17.6449730280463,0.444444444444444,71.7132616487455,118,39,19,11,14,74,639,91.2857142857143,107.761008086021,0.16864007525199,15.3944297265745,0.370892018779343,71.7605633802817,75,69,87,86,39,56,15.7538031103026,0.0527126329851501,2.2505433014718,0.0735524256651017,-0.0473017315361801,43,43,28,13,60
252,"BYU","BYU",2020,878,79.8181818181818,176.165347430501,0.200643903679386,16.015031584591,0.490888382687927,72.250569476082,117,12,27,16,3,63,990,90,203.459211161917,0.205514354709007,18.4962919238106,0.329292929292929,75.5080808080808,66,118,106,109,7,121,-27.2938637314159,-0.00487045102962083,-2.48126033921963,0.161595453394998,-3.2575113319988,93,89,66,2,106
25,"California","CAL",2020,370,92.5,55.3802620013002,0.149676383787298,13.8450655003251,0.332432432432432,74.4783783783784,42,98,45,53,118,15,316,79,21.2527551675869,0.0672555543278067,5.31318879189673,0.439873417721519,69.0253164556962,8,12,15,21,108,25,34.1275068337133,0.0824208294594911,8.53187670842832,-0.107440985289087,5.45306192268218,27,7,11,117,12
2117,"Central Michigan","CMU",2020,530,88.3333333333333,86.7931941069782,0.163760743598072,14.465532351163,0.384905660377359,68.7509433962264,76,71,35,37,70,110,557,92.8333333333333,74.8709942666508,0.134418302094526,12.4784990444418,0.391382405745063,70.7109515260323,90,38,67,64,59,44,11.9221998403274,0.0293424415035464,1.98703330672124,-0.00647674536770432,-1.9600081298059,47,45,39,64,88
2429,"Charlotte","CHAR",2020,532,88.6666666666667,102.74256777975,0.193125127405546,17.1237612966251,0.37218045112782,74.7706766917293,73,59,23,20,81,13,517,86.1666666666667,85.6013441671756,0.165573199549663,14.2668906945293,0.425531914893617,70.8704061895551,30.5,46,76,81,98,46,17.1412236125749,0.0275519278558834,2.85687060209582,-0.0533514637657975,3.90027050217419,40,37,42,102,23
2132,"Cincinnati","CIN",2020,767,85.2222222222222,106.643352157176,0.139039572564767,11.8492613507974,0.404172099087353,64.9921773142112,93,56,67,62,51,126,826,91.7777777777778,51.9929922466103,0.0629455111944435,5.77699913851226,0.334140435835351,69.6779661016949,80,26,18,16,9,31,54.6503599105658,0.0760940613703233,6.07226221228509,0.0700316632520022,-4.6857887874837,15,18,13,17,119
228,"Clemson","CLEM",2020,1019,92.6363636363636,131.452868618487,0.129001833776729,11.9502607834988,0.442590775269872,71.6820412168793,41,32,66,76,15,75,967,87.9090909090909,134.303295021798,0.138886551211786,12.209390456527,0.302998965873837,73.2275077559462,43,96,63,65,2,84,-2.85042640331034,-0.00988471743505714,-0.259129673028212,0.139591809396036,-1.54546653906692,63,61,68,3,83
324,"Coastal Carolina","CCU",2020,921,83.7272727272727,140.811492293205,0.152889785334641,12.8010447539277,0.44842562432139,70.5950054288816,102,28,60,47,12,95,911,82.8181818181818,86.2703468358661,0.0946985146387114,7.84275880326055,0.402854006586169,74.9571899012075,16,50,26,31,74,116,54.5411454573385,0.0581912706959298,4.95828595066714,0.0455716177352207,-4.36218447232582,16,27,23,28,114
