"team_id","pos_team","season","plays_off","playsgame_off","TEPA_off","EPAplay_off","EPAgame_off","success_off","start_position_off","playsgame_rank_off","TEPA_rank_off","EPAgame_rank_off","EPAplay_rank_off","success_rank_off","start_position_rank_off","plays_def","playsgame_def","TEPA_def","EPAplay_def","EPAgame_def","success_def","start_position_def","playsgame_rank_def","TEPA_rank_def","EPAgame_rank_def","EPAplay_rank_def","success_rank_def","start_position_rank_def","TEPA_margin","EPAplay_margin","EPAgame_margin","success_margin","start_position_margin","TEPA_margin_rank","EPAgame_margin_rank","EPAplay_margin_rank","success_margin_rank","start_position_margin_rank"
277,"West Virginia",2014,1268,105.666666666667,107.20065174218,0.0845431007430438,8.93338764518163,0.400630914826498,72.23738170347,3,82,85,97,46,34,1190,99.1666666666667,139.096330881445,0.116887673009617,11.591360906787,0.358823529411765,70.109243697479,118,69,65,56,23,50,-31.8956791392649,-0.0323445722665734,-2.65797326160541,0.0418073854147337,2.12813800599105,93,93,95,28,40
