"team_id","pos_team","season","plays_off","playsgame_off","TEPA_off","EPAplay_off","EPAgame_off","success_off","start_position_off","playsgame_rank_off","TEPA_rank_off","EPAgame_rank_off","EPAplay_rank_off","success_rank_off","start_position_rank_off","plays_def","playsgame_def","TEPA_def","EPAplay_def","EPAgame_def","success_def","start_position_def","playsgame_rank_def","TEPA_rank_def","EPAgame_rank_def","EPAplay_rank_def","success_rank_def","start_position_rank_def","TEPA_margin","EPAplay_margin","EPAgame_margin","success_margin","start_position_margin","TEPA_margin_rank","EPAgame_margin_rank","EPAplay_margin_rank","success_margin_rank","start_position_margin_rank"
2309,"Kent State",2018,1109,100.818181818182,225.838555143315,0.203641618704522,20.5307777403014,0.317403065825068,74.595130748422,5,8,4,11,122,8,1009,91.7272727272727,153.365586854831,0.151997608379416,13.9423260777119,0.402378592666006,67.4112983151635,84.5,83,92,87,86,4,72.4729682884841,0.0516440103251059,6.58845166258947,-0.0849755268409383,7.18383243325847,9,8,22,116,2
