"team_id","pos_team","season","plays_off","playsgame_off","TEPA_off","EPAplay_off","EPAgame_off","success_off","start_position_off","playsgame_off_rank","TEPA_off_rank","EPAgame_off_rank","EPAplay_off_rank","success_off_rank","start_position_off_rank","plays_def","playsgame_def","TEPA_def","EPAplay_def","EPAgame_def","success_def","start_position_def","playsgame_def_rank","TEPA_def_rank","EPAgame_def_rank","EPAplay_def_rank","success_def_rank","start_position_def_rank","TEPA_margin","EPAplay_margin","EPAgame_margin","success_margin","start_position_margin","TEPA_margin_rank","EPAgame_margin_rank","EPAplay_margin_rank","success_margin_rank","start_position_margin_rank"
183,"Syracuse",2018,1268,105.666666666667,123.231677852101,0.09718586581396,10.2693064876751,0.398264984227129,66.9897476340694,2,74,78,93,49,2,1140,95,166.734420641169,0.146258263720324,13.8945350534307,0.365789473684211,73.4833333333333,109,92,91,83,49,25,-43.5027427890677,-0.0490723979063636,-3.62522856575564,0.0324755105429188,6.49358569926393,106,106,113,38,2
