"team_id","pos_team","season","plays_off","playsgame_off","TEPA_off","EPAplay_off","EPAgame_off","success_off","start_position_off","playsgame_off_rank","TEPA_off_rank","EPAgame_off_rank","EPAplay_off_rank","success_off_rank","start_position_off_rank","plays_def","playsgame_def","TEPA_def","EPAplay_def","EPAgame_def","success_def","start_position_def","playsgame_def_rank","TEPA_def_rank","EPAgame_def_rank","EPAplay_def_rank","success_def_rank","start_position_def_rank","TEPA_margin","EPAplay_margin","EPAgame_margin","success_margin","start_position_margin","TEPA_margin_rank","EPAgame_margin_rank","EPAplay_margin_rank","success_margin_rank","start_position_margin_rank"
2116,"UCF",2019,1154,96.1666666666667,132.346937047055,0.114685387389129,11.0289114205879,0.393414211438475,72.8301559792028,7,75,74,83,48,83,1214,101.166666666667,162.250695600875,0.133649666887047,13.5208913000729,0.337726523887974,71.6556836902801,129,85,83,66,18,80,-29.9037585538196,-0.0189642794979175,-2.49197987948497,0.0556876875505012,-1.1744722889227,93,94,87,24,83
