"team_id","pos_team","season","plays_off","playsgame_off","TEPA_off","EPAplay_off","EPAgame_off","success_off","start_position_off","playsgame_rank_off","TEPA_rank_off","EPAgame_rank_off","EPAplay_rank_off","success_rank_off","start_position_rank_off","plays_def","playsgame_def","TEPA_def","EPAplay_def","EPAgame_def","success_def","start_position_def","playsgame_rank_def","TEPA_rank_def","EPAgame_rank_def","EPAplay_rank_def","success_rank_def","start_position_rank_def","TEPA_margin","EPAplay_margin","EPAgame_margin","success_margin","start_position_margin","TEPA_margin_rank","EPAgame_margin_rank","EPAplay_margin_rank","success_margin_rank","start_position_margin_rank"
213,"Penn State",2017,1122,86.3076923076923,121.648903749495,0.108421482842687,9.35760798073038,0.448306595365419,64.7067736185383,93,72,82,81,4,126,1247,95.9230769230769,257.493083750546,0.206490043103886,19.8071602885035,0.332798716920609,70.1563753007217,113,129,126,124,12,74,-135.844180001051,-0.0980685602611986,-10.4495523077731,0.115507878444809,-5.44960168218341,130,128,125,5,124
